series,metal,middle,structure_type,alpha,mode_label,metal_source,mos2_source,metal_matrix,mos2_matrix,metal_input_atoms,mos2_input_atoms,metal_supercell_atoms_one_electrode,mos2_supercell_atoms,sandwich_atoms_expected,max_allowed_other_strain_percent,target_policy,native_scale_mos2_to_metal,native_singular_value_1,native_singular_value_2,native_singular_value_spread,metal_reference_a_x,metal_reference_a_y,metal_reference_b_x,metal_reference_b_y,metal_reference_a_A,metal_reference_b_A,metal_reference_gamma_deg,metal_reference_area_A2,mos2_reference_a_x,mos2_reference_a_y,mos2_reference_b_x,mos2_reference_b_y,mos2_reference_a_A,mos2_reference_b_A,mos2_reference_gamma_deg,mos2_reference_area_A2,target_a_x,target_a_y,target_b_x,target_b_y,target_a_A,target_b_A,target_gamma_deg,target_area_A2,raw_mos2_to_metal_principal_strain_1_percent,raw_mos2_to_metal_principal_strain_2_percent,raw_mos2_to_metal_max_abs_principal_strain_percent,raw_mos2_to_metal_rms_principal_strain_percent,raw_mos2_to_metal_signed_area_strain_percent,raw_mos2_to_metal_deformation_gradient,metal_principal_strain_1_percent,metal_principal_strain_2_percent,metal_max_abs_principal_strain_percent,metal_rms_principal_strain_percent,metal_signed_area_strain_percent,metal_deformation_gradient,mos2_principal_strain_1_percent,mos2_principal_strain_2_percent,mos2_max_abs_principal_strain_percent,mos2_rms_principal_strain_percent,mos2_signed_area_strain_percent,mos2_deformation_gradient,interlayer_distance_A,actual_atoms,stem,vasp,cif,xyz,target_abs_metal_strain_percent,signed_target_metal_strain_percent,native_scale_metal_to_mos2,target_abs_mos2_strain_percent,signed_target_mos2_strain_percent
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",2.5,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d2p500A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p500A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p500A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p500A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",2.75,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d2p750A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p750A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p750A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d2p750A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",3.0,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d3p000A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p000A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p000A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p000A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",3.25,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d3p250A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p250A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p250A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p250A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",3.5,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d3p500A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p500A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p500A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p500A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",3.75,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d3p750A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p750A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p750A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d3p750A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,0.5,native alpha=0.5; balanced shared strain,"generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8208577533498027,4.885868949726453,-2.8208577533498027,-4.885868949726453,5.6417155066996045,5.6417155066996045,119.99999999999999,27.564682617373837,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",-2.3715116168423034,-2.3715116168423145,2.3715116168423145,2.3715116168423087,-4.686782560196462,"[[0.976284883831577, -0.0], [-0.0, 0.9762848838315769]]",2.4291184429026336,2.429118442902567,2.4291184429026336,2.4291184429026003,4.917243049901638,"[[0.8870621865879881, -0.5121455922145127], [0.5121455922145132, 0.8870621865879882]]",4.0,41,Ag_MoS2_Ag_native_alpha_alpha0p500_d4p000A_41atoms_M2p372pct_MoS22p429pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d4p000A_41atoms_M2p372pct_MoS22p429pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d4p000A_41atoms_M2p372pct_MoS22p429pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha0p500_d4p000A_41atoms_M2p372pct_MoS22p429pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.5,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d2p500A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p500A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p500A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p500A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.75,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d2p750A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p750A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p750A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d2p750A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",3.0,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d3p000A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p000A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p000A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p000A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",3.25,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d3p250A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p250A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p250A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p250A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",3.5,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d3p500A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p500A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p500A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p500A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",3.75,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d3p750A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p750A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p750A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d3p750A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
native_alpha,Ag,MoS2,Ag/MoS2/Ag,1.0,"native alpha=1; metal fixed length, MoS2 strained","generated:fcc111(a=4.0862, layers=4)",../examples/structures/MoS2.cif,"[[-2, 2], [0, -2]]","[[-1, 1], [-1, -2]]",4,3,16,9,41,6.0,native_alpha,1.0491724304990169,1.049172430499017,1.0491724304990167,4.440892098500626e-16,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,-4.770000000000001,2.7539607840345144,0.0,-5.507921568069029,5.5079215680690305,5.507921568069029,119.99999999999999,26.272785879689277,-2.8893797292844705,5.00455249348031,-2.8893797292844705,-5.00455249348031,5.77875945856894,5.77875945856894,119.99999999999999,28.920105057604122,4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",2.220446049250313e-14,-3.3306690738754696e-14,3.3306690738754696e-14,2.8305244335018377e-14,0.0,"[[1.0, -3.073941478505751e-16], [-0.0, 0.9999999999999999]]",4.9172430499017095,4.917243049901665,4.9172430499017095,4.917243049901687,10.076278891921433,"[[0.9086099777624118, -0.5245862152495082], [0.5245862152495085, 0.908609977762412]]",4.0,41,Ag_MoS2_Ag_native_alpha_alpha1p000_d4p000A_41atoms_M0p000pct_MoS24p917pct,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d4p000A_41atoms_M0p000pct_MoS24p917pct.vasp,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d4p000A_41atoms_M0p000pct_MoS24p917pct.cif,strain_targeted_metal_mos2_sandwiches/Ag_MoS2_Ag_native_alpha_alpha1p000_d4p000A_41atoms_M0p000pct_MoS24p917pct.xyz,,,,,
